zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
2825,41.78117,-71.72612,Foster,RI,Rhode Island,1,,5500,38.4,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2826,41.97398,-71.63701999999998,Glendale,RI,Rhode Island,1,,501,122.3,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2827,41.69785,-71.73955,Greene,RI,Rhode Island,1,,2060,39.7,44003,Kent,{'44003': 100},Kent,44003,False,0,America/New_York
2828,41.878009999999996,-71.55935,Greenville,RI,Rhode Island,1,,7863,623.4,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2830,41.98212,-71.64989,Harrisville,RI,Rhode Island,1,,5935,119.5,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2831,41.75264,-71.58910999999998,Hope,RI,Rhode Island,1,,3501,140.9,44007,Providence,"{'44003': 3.87, '44007': 96.13}",Providence|Kent,44007|44003,False,0,America/New_York
2832,41.508340000000004,-71.72596999999998,Hope Valley,RI,Rhode Island,1,,4320,79.6,44009,Washington,{'44009': 100},Washington,44009,False,0,America/New_York
2833,41.48737,-71.77825,Hopkinton,RI,Rhode Island,1,,1144,42.8,44009,Washington,{'44009': 100},Washington,44009,False,0,America/New_York
2835,41.51497,-71.3771,Jamestown,RI,Rhode Island,1,,5496,220.9,44005,Newport,{'44005': 100},Newport,44005,False,0,America/New_York
2836,41.45232,-71.62048,Kenyon,RI,Rhode Island,1,,187,170.8,44009,Washington,{'44009': 100},Washington,44009,False,0,America/New_York
2837,41.515229999999995,-71.16455,Little Compton,RI,Rhode Island,1,,3505,65.7,44005,Newport,{'44005': 100},Newport,44005,False,0,America/New_York
2838,41.96513,-71.47617,Manville,RI,Rhode Island,1,,3519,918.1,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2839,41.94292,-71.64314,Mapleville,RI,Rhode Island,1,,2062,171.0,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2840,41.47775,-71.32036,Newport,RI,Rhode Island,1,,23211,1247.6,44005,Newport,{'44005': 100},Newport,44005,False,0,America/New_York
2841,41.51334,-71.32381,Newport,RI,Rhode Island,1,,1632,1152.0,44005,Newport,{'44005': 100},Newport,44005,False,0,America/New_York
2842,41.51735,-71.2771,Middletown,RI,Rhode Island,1,,15997,489.2,44005,Newport,{'44005': 100},Newport,44005,False,0,America/New_York
2852,41.58765,-71.46084,North Kingstown,RI,Rhode Island,1,,22031,281.9,44009,Washington,{'44009': 100},Washington,44009,False,0,America/New_York
2857,41.82933,-71.632,North Scituate,RI,Rhode Island,1,,8733,77.8,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2858,41.96345,-71.64835,Oakland,RI,Rhode Island,1,,728,380.7,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2859,41.9667,-71.74521999999997,Pascoag,RI,Rhode Island,1,,7227,91.8,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2860,41.87003,-71.38838,Pawtucket,RI,Rhode Island,1,,47127,3229.3,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2861,41.87853,-71.35226999999998,Pawtucket,RI,Rhode Island,1,,25044,2835.6,44007,Providence,"{'25005': 0.05, '44007': 99.95}",Providence|Bristol,44007|25005,False,0,America/New_York
2863,41.89005,-71.39344,Central Falls,RI,Rhode Island,1,,19346,6235.9,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2864,41.97039,-71.41978,Cumberland,RI,Rhode Island,1,,34624,488.1,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2865,41.91265,-71.44847,Lincoln,RI,Rhode Island,1,,17448,393.1,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2871,41.58397,-71.2563,Portsmouth,RI,Rhode Island,1,,17140,389.1,44005,Newport,{'44005': 100},Newport,44005,False,0,America/New_York
2872,41.61718,-71.32885999999998,Prudence Island,RI,Rhode Island,1,,278,14.2,44005,Newport,{'44005': 100},Newport,44005,False,0,America/New_York
2873,41.53107,-71.77575999999998,Rockville,RI,Rhode Island,1,,190,32.2,44009,Washington,{'44009': 100},Washington,44009,False,0,America/New_York
2874,41.51543,-71.46876999999998,Saunderstown,RI,Rhode Island,1,,5960,149.2,44009,Washington,{'44009': 100},Washington,44009,False,0,America/New_York
2875,41.45559,-71.63814,Shannock,RI,Rhode Island,1,,546,102.7,44009,Washington,{'44009': 100},Washington,44009,False,0,America/New_York
2876,41.9962,-71.58207,Slatersville,RI,Rhode Island,1,,291,1310.6,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2878,41.60908,-71.17412,Tiverton,RI,Rhode Island,1,,15816,209.5,44005,Newport,{'44005': 100},Newport,44005,False,0,America/New_York
2879,41.42671,-71.53626,Wakefield,RI,Rhode Island,1,,20524,210.5,44009,Washington,{'44009': 100},Washington,44009,False,0,America/New_York
2881,41.47893,-71.52341,Kingston,RI,Rhode Island,1,,7836,837.7,44009,Washington,{'44009': 100},Washington,44009,False,0,America/New_York
2882,41.42483,-71.46856,Narragansett,RI,Rhode Island,1,,13951,428.0,44009,Washington,{'44009': 100},Washington,44009,False,0,America/New_York
2885,41.72826,-71.26281999999998,Warren,RI,Rhode Island,1,,10464,669.0,44001,Bristol,{'44001': 100},Bristol,44001,False,0,America/New_York
2886,41.70572,-71.45857,Warwick,RI,Rhode Island,1,,29007,757.7,44003,Kent,{'44003': 100},Kent,44003,False,0,America/New_York
2888,41.74861,-71.41036,Warwick,RI,Rhode Island,1,,19167,1296.4,44003,Kent,{'44003': 100},Kent,44003,False,0,America/New_York
2889,41.7057,-71.39206,Warwick,RI,Rhode Island,1,,27333,1252.6,44003,Kent,{'44003': 100},Kent,44003,False,0,America/New_York
2891,41.36026,-71.79356999999997,Westerly,RI,Rhode Island,1,,21085,310.6,44009,Washington,{'44009': 100},Washington,44009,False,0,America/New_York
2892,41.495979999999996,-71.5969,West Kingston,RI,Rhode Island,1,,5186,70.3,44009,Washington,{'44009': 100},Washington,44009,False,0,America/New_York
2893,41.69855,-71.51538000000002,West Warwick,RI,Rhode Island,1,,29153,1459.8,44003,Kent,{'44003': 100},Kent,44003,False,0,America/New_York
2894,41.44727,-71.70055,Wood River Junction,RI,Rhode Island,1,,674,64.3,44009,Washington,{'44009': 100},Washington,44009,False,0,America/New_York
2895,42.00101,-71.49934,Woonsocket,RI,Rhode Island,1,,41539,2051.2,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2896,41.972409999999996,-71.55109,North Smithfield,RI,Rhode Island,1,,12058,187.5,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2898,41.51526,-71.6757,Wyoming,RI,Rhode Island,1,,1643,56.7,44009,Washington,{'44009': 100},Washington,44009,False,0,America/New_York
2903,41.81805,-71.40901,Providence,RI,Rhode Island,1,,10542,2376.3,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2904,41.86037,-71.43541,Providence,RI,Rhode Island,1,,30522,2171.7,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2905,41.78722,-71.39887,Providence,RI,Rhode Island,1,,25488,2647.3,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2906,41.83919,-71.38994,Providence,RI,Rhode Island,1,,28196,3382.6,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2907,41.79826,-71.42551,Providence,RI,Rhode Island,1,,30781,4814.8,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2908,41.83915,-71.43685,Providence,RI,Rhode Island,1,,37549,4577.5,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2909,41.82026,-71.45145,Providence,RI,Rhode Island,1,,40572,4852.9,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2910,41.77563,-71.43574,Cranston,RI,Rhode Island,1,,22143,2351.6,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2911,41.85475,-71.47355,North Providence,RI,Rhode Island,1,,15864,2414.6,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2912,41.82561,-71.40224,Providence,RI,Rhode Island,1,,1360,12183.6,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2914,41.81371,-71.36504000000002,East Providence,RI,Rhode Island,1,,21605,1735.2,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2915,41.777590000000004,-71.35015,Riverside,RI,Rhode Island,1,,16646,1177.4,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2916,41.844559999999994,-71.35203,Rumford,RI,Rhode Island,1,,9075,1226.3,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2917,41.90648,-71.52458,Smithfield,RI,Rhode Island,1,,13803,249.0,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2919,41.82737,-71.51998,Johnston,RI,Rhode Island,1,,29254,472.5,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2920,41.76739,-71.46603,Cranston,RI,Rhode Island,1,,37199,1576.5,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
2921,41.76213,-71.51729,Cranston,RI,Rhode Island,1,,12415,362.7,44007,Providence,{'44007': 100},Providence,44007,False,0,America/New_York
3031,42.87036,-71.6079,Amherst,NH,New Hampshire,1,,11393,126.1,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3032,42.9906,-71.34378000000002,Auburn,NH,New Hampshire,1,,5385,75.5,33015,Rockingham,{'33015': 100},Rockingham,33015,False,0,America/New_York
3033,42.74641,-71.67057,Brookline,NH,New Hampshire,1,,5298,97.1,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3034,43.06357,-71.31141,Candia,NH,New Hampshire,1,,4033,46.5,33015,Rockingham,{'33015': 100},Rockingham,33015,False,0,America/New_York
3036,42.96717,-71.25086999999998,Chester,NH,New Hampshire,1,,5039,70.9,33015,Rockingham,{'33015': 100},Rockingham,33015,False,0,America/New_York
3037,43.139720000000004,-71.25258000000002,Deerfield,NH,New Hampshire,1,,4355,33.9,33015,Rockingham,{'33015': 100},Rockingham,33015,False,0,America/New_York
3038,42.88877,-71.27988,Derry,NH,New Hampshire,1,,33826,358.4,33015,Rockingham,{'33015': 100},Rockingham,33015,False,0,America/New_York
3042,43.05005,-71.07478,Epping,NH,New Hampshire,1,,6919,94.3,33015,Rockingham,{'33015': 100},Rockingham,33015,False,0,America/New_York
3043,42.99406,-71.81349,Francestown,NH,New Hampshire,1,,1673,19.5,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3044,42.98868,-71.12527,Fremont,NH,New Hampshire,1,,4649,97.0,33015,Rockingham,{'33015': 100},Rockingham,33015,False,0,America/New_York
3045,43.01994000000001,-71.57006,Goffstown,NH,New Hampshire,1,,13678,146.2,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3046,43.10184,-71.60561,Dunbarton,NH,New Hampshire,1,,2811,34.5,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3047,42.94007,-71.87021999999997,Greenfield,NH,New Hampshire,1,,1765,25.8,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3048,42.748259999999995,-71.76185,Greenville,NH,New Hampshire,1,,3504,44.8,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3049,42.74942,-71.58344,Hollis,NH,New Hampshire,1,,7880,93.6,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3051,42.763909999999996,-71.4071,Hudson,NH,New Hampshire,1,,25328,334.1,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3052,42.84284,-71.455,Litchfield,NH,New Hampshire,1,,8395,214.0,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3053,42.8786,-71.38633,Londonderry,NH,New Hampshire,1,,25270,225.1,33015,Rockingham,{'33015': 100},Rockingham,33015,False,0,America/New_York
3054,42.85469000000001,-71.51884,Merrimack,NH,New Hampshire,1,,25815,301.8,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3055,42.81745,-71.6734,Milford,NH,New Hampshire,1,,15486,232.9,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3057,42.90244000000001,-71.68336,Mont Vernon,NH,New Hampshire,1,,2533,57.2,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3060,42.74129,-71.45929,Nashua,NH,New Hampshire,1,,29586,1733.9,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3062,42.72218,-71.49566,Nashua,NH,New Hampshire,1,,27938,854.1,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3063,42.779509999999995,-71.51939,Nashua,NH,New Hampshire,1,,16781,771.9,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3064,42.77879,-71.47462,Nashua,NH,New Hampshire,1,,14301,1328.7,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3070,42.97734000000001,-71.68637,New Boston,NH,New Hampshire,1,,5621,47.2,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3071,42.74894000000001,-71.87472,New Ipswich,NH,New Hampshire,1,,5316,60.3,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3076,42.7335,-71.32391,Pelham,NH,New Hampshire,1,,13596,189.2,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3077,43.03293,-71.19804,Raymond,NH,New Hampshire,1,,10389,133.1,33015,Rockingham,{'33015': 100},Rockingham,33015,False,0,America/New_York
3079,42.79023,-71.22023,Salem,NH,New Hampshire,1,,29133,447.5,33015,Rockingham,{'33015': 100},Rockingham,33015,False,0,America/New_York
3082,42.900240000000004,-71.77423,Lyndeborough,NH,New Hampshire,1,,1670,21.8,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3084,42.82853,-71.85495,Temple,NH,New Hampshire,1,,1307,23.8,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3086,42.82938,-71.77105,Wilton,NH,New Hampshire,1,,3788,53.4,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3087,42.80759000000001,-71.29945,Windham,NH,New Hampshire,1,,14508,196.2,33015,Rockingham,{'33015': 100},Rockingham,33015,False,0,America/New_York
3101,42.98888,-71.46589,Manchester,NH,New Hampshire,1,,2701,1521.2,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3102,43.00799,-71.49127,Manchester,NH,New Hampshire,1,,32564,1327.4,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3103,42.95352000000001,-71.44431999999998,Manchester,NH,New Hampshire,1,,37641,1444.5,33011,Hillsborough,"{'33011': 100, '33015': 0}",Hillsborough|Rockingham,33011|33015,False,0,America/New_York
3104,43.00934,-71.44145999999998,Manchester,NH,New Hampshire,1,,32603,1531.8,33011,Hillsborough,"{'33011': 99.77, '33013': 0.23}",Hillsborough|Merrimack,33011|33013,False,0,America/New_York
3106,43.07113,-71.43638,Hooksett,NH,New Hampshire,1,,14203,142.9,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3109,42.96625,-71.4017,Manchester,NH,New Hampshire,1,,10550,540.9,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3110,42.94066,-71.53028,Bedford,NH,New Hampshire,1,,22388,249.8,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3215,43.9453,-71.45281999999997,Waterville Valley,NH,New Hampshire,1,,183,2.0,33009,Grafton,{'33009': 100},Grafton,33009,False,0,America/New_York
3216,43.44563,-71.79571999999997,Andover,NH,New Hampshire,1,,2548,21.8,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3217,43.7153,-71.63091,Ashland,NH,New Hampshire,1,,2142,73.2,33009,Grafton,{'33009': 100},Grafton,33009,False,0,America/New_York
3218,43.33462,-71.28922,Barnstead,NH,New Hampshire,1,,872,25.9,33001,Belknap,{'33001': 100},Belknap,33001,False,0,America/New_York
3220,43.46768,-71.47519,Belmont,NH,New Hampshire,1,,7453,93.7,33001,Belknap,"{'33001': 98.91, '33013': 1.09}",Belknap|Merrimack,33001|33013,False,0,America/New_York
3221,43.25177,-71.96172,Bradford,NH,New Hampshire,1,,2190,17.5,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3222,43.6275,-71.78286,Bristol,NH,New Hampshire,1,,5855,28.4,33009,Grafton,{'33009': 100},Grafton,33009,False,0,America/New_York
3223,43.84968,-71.68157,Campton,NH,New Hampshire,1,,3383,18.1,33009,Grafton,{'33009': 100},Grafton,33009,False,0,America/New_York
3224,43.34985,-71.55095,Canterbury,NH,New Hampshire,1,,2335,22.2,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3225,43.35839,-71.23804,Center Barnstead,NH,New Hampshire,1,,3670,48.4,33001,Belknap,"{'33001': 99.26, '33017': 0.74}",Belknap|Strafford,33001|33017,False,0,America/New_York
3226,43.70404,-71.5113,Center Harbor,NH,New Hampshire,1,,995,32.1,33001,Belknap,{'33001': 100},Belknap,33001,False,0,America/New_York
3227,43.827729999999995,-71.46772,Center Sandwich,NH,New Hampshire,1,,979,5.5,33003,Carroll,{'33003': 100},Carroll,33003,False,0,America/New_York
3229,43.19781,-71.69685,Contoocook,NH,New Hampshire,1,,5670,49.8,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3230,43.52598,-71.87148,Danbury,NH,New Hampshire,1,,1280,11.6,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3231,43.46653,-71.75668,East Andover,NH,New Hampshire,1,,251,35.5,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3233,43.4252,-71.93316,Elkins,NH,New Hampshire,1,,101,78.9,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3234,43.2149,-71.33910999999998,Epsom,NH,New Hampshire,1,,4713,51.3,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3235,43.44838,-71.67184,Franklin,NH,New Hampshire,1,,8698,111.2,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3237,43.42964,-71.38208,Gilmanton,NH,New Hampshire,1,,2433,23.5,33001,Belknap,{'33001': 100},Belknap,33001,False,0,America/New_York
3238,43.98289000000001,-71.89865999999998,Glencliff,NH,New Hampshire,1,,125,10.5,33009,Grafton,{'33009': 100},Grafton,33009,False,0,America/New_York
3240,43.575990000000004,-71.97223000000002,Grafton,NH,New Hampshire,1,,1220,12.5,33009,Grafton,{'33009': 100},Grafton,33009,False,0,America/New_York
3241,43.72173,-71.81987,Hebron,NH,New Hampshire,1,,752,8.1,33009,Grafton,{'33009': 100},Grafton,33009,False,0,America/New_York
3242,43.17362,-71.82255,Henniker,NH,New Hampshire,1,,4950,42.4,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3243,43.52494,-71.76464,Hill,NH,New Hampshire,1,,931,15.9,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3244,43.11796,-71.91877,Hillsborough,NH,New Hampshire,1,,7892,38.1,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3245,43.750029999999995,-71.58789,Holderness,NH,New Hampshire,1,,2180,25.7,33009,Grafton,{'33009': 100},Grafton,33009,False,0,America/New_York
3246,43.57267,-71.47744,Laconia,NH,New Hampshire,1,,16324,308.4,33001,Belknap,{'33001': 100},Belknap,33001,False,0,America/New_York
3249,43.55791,-71.38502,Gilford,NH,New Hampshire,1,,7157,70.7,33001,Belknap,{'33001': 100},Belknap,33001,False,0,America/New_York
3251,44.08544000000001,-71.57271999999998,Lincoln,NH,New Hampshire,1,,1229,4.3,33009,Grafton,{'33009': 100},Grafton,33009,False,0,America/New_York
3253,43.63073,-71.49964,Meredith,NH,New Hampshire,1,,6322,61.7,33001,Belknap,{'33001': 100},Belknap,33001,False,0,America/New_York
3254,43.7249,-71.37776,Moultonborough,NH,New Hampshire,1,,4095,26.3,33003,Carroll,"{'33001': 0.12, '33003': 99.88}",Carroll|Belknap,33003|33001,False,0,America/New_York
3255,43.31479,-72.02625,Newbury,NH,New Hampshire,1,,1961,22.0,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3256,43.624340000000004,-71.63353000000002,New Hampton,NH,New Hampshire,1,,2333,22.2,33001,Belknap,{'33001': 100},Belknap,33001,False,0,America/New_York
3257,43.416909999999994,-71.9906,New London,NH,New Hampshire,1,,4696,75.1,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3258,43.25754000000001,-71.39917,Chichester,NH,New Hampshire,1,,2664,46.0,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3259,43.87212,-71.3965,North Sandwich,NH,New Hampshire,1,,336,6.0,33003,Carroll,{'33003': 100},Carroll,33003,False,0,America/New_York
3260,43.35365,-71.92174,North Sutton,NH,New Hampshire,1,,736,12.8,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3261,43.2134,-71.2097,Northwood,NH,New Hampshire,1,,4343,58.3,33015,Rockingham,{'33015': 100},Rockingham,33015,False,0,America/New_York
3262,43.99913,-71.73803000000002,North Woodstock,NH,New Hampshire,1,,899,8.3,33009,Grafton,{'33009': 100},Grafton,33009,False,0,America/New_York
3263,43.29468,-71.311,Pittsfield,NH,New Hampshire,1,,4084,65.6,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3264,43.72976,-71.71127,Plymouth,NH,New Hampshire,1,,7307,78.4,33009,Grafton,{'33009': 100},Grafton,33009,False,0,America/New_York
3266,43.79033,-71.8961,Rumney,NH,New Hampshire,1,,2209,8.1,33009,Grafton,{'33009': 100},Grafton,33009,False,0,America/New_York
3268,43.38648,-71.75655,Salisbury,NH,New Hampshire,1,,1134,16.3,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3269,43.52789,-71.60144,Sanbornton,NH,New Hampshire,1,,2976,24.1,33001,Belknap,{'33001': 100},Belknap,33001,False,0,America/New_York
3273,43.29904000000001,-71.93209,South Sutton,NH,New Hampshire,1,,398,20.4,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3275,43.16019,-71.41793,Suncook,NH,New Hampshire,1,,11542,102.6,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3276,43.42788,-71.57503,Tilton,NH,New Hampshire,1,,8263,81.5,33013,Merrimack,"{'33001': 42.85, '33013': 57.15}",Merrimack|Belknap,33013|33001,False,0,America/New_York
3278,43.29332,-71.82604,Warner,NH,New Hampshire,1,,2948,18.4,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3279,43.94318,-71.88139,Warren,NH,New Hampshire,1,,852,7.0,33009,Grafton,{'33009': 100},Grafton,33009,False,0,America/New_York
3280,43.18285,-72.08934,Washington,NH,New Hampshire,1,,1164,9.5,33019,Sullivan,{'33019': 100},Sullivan,33019,False,0,America/New_York
3281,43.08126,-71.72208,Weare,NH,New Hampshire,1,,9011,57.4,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3282,43.86011,-71.92931,Wentworth,NH,New Hampshire,1,,871,8.4,33009,Grafton,{'33009': 100},Grafton,33009,False,0,America/New_York
3284,43.49281,-72.03075,Springfield,NH,New Hampshire,1,,843,9.9,33019,Sullivan,{'33019': 100},Sullivan,33019,False,0,America/New_York
3285,43.9241,-71.64359,Thornton,NH,New Hampshire,1,,2502,19.1,33009,Grafton,{'33009': 100},Grafton,33009,False,0,America/New_York
3287,43.445159999999994,-71.91669,Wilmot,NH,New Hampshire,1,,1566,19.1,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3290,43.12459000000001,-71.12075,Nottingham,NH,New Hampshire,1,,4860,39.9,33015,Rockingham,{'33015': 100},Rockingham,33015,False,0,America/New_York
3291,43.17918,-71.1427,West Nottingham,NH,New Hampshire,1,,106,82.7,33015,Rockingham,{'33015': 100},Rockingham,33015,False,0,America/New_York
3293,43.970009999999995,-71.67824,Woodstock,NH,New Hampshire,1,,195,34.0,33009,Grafton,{'33009': 100},Grafton,33009,False,0,America/New_York
3301,43.22434000000001,-71.54337,Concord,NH,New Hampshire,1,,33004,258.0,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3303,43.298140000000004,-71.67194,Concord,NH,New Hampshire,1,,15834,88.8,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3304,43.13079000000001,-71.53069,Bow,NH,New Hampshire,1,,7837,103.1,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3307,43.32541,-71.44365,Loudon,NH,New Hampshire,1,,5488,41.7,33013,Merrimack,{'33013': 100},Merrimack,33013,False,0,America/New_York
3431,42.96264,-72.29556,Keene,NH,New Hampshire,1,,25463,164.4,33005,Cheshire,{'33005': 100},Cheshire,33005,False,0,America/New_York
3440,43.05397,-71.98233,Antrim,NH,New Hampshire,1,,3015,28.7,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3441,42.77999000000001,-72.43847,Ashuelot,NH,New Hampshire,1,,185,38.9,33005,Cheshire,{'33005': 100},Cheshire,33005,False,0,America/New_York
3442,43.01242,-71.90819,Bennington,NH,New Hampshire,1,,1407,50.7,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3443,42.87707,-72.46162,Chesterfield,NH,New Hampshire,1,,552,25.8,33005,Cheshire,{'33005': 100},Cheshire,33005,False,0,America/New_York
3444,42.89433,-72.07224000000002,Dublin,NH,New Hampshire,1,,1479,22.0,33005,Cheshire,{'33005': 100},Cheshire,33005,False,0,America/New_York
3445,43.014340000000004,-72.21300000000002,Sullivan,NH,New Hampshire,1,,765,13.3,33005,Cheshire,{'33005': 100},Cheshire,33005,False,0,America/New_York
3446,42.860479999999995,-72.29758000000002,Swanzey,NH,New Hampshire,1,,5940,56.8,33005,Cheshire,{'33005': 100},Cheshire,33005,False,0,America/New_York
3447,42.759009999999996,-72.14848,Fitzwilliam,NH,New Hampshire,1,,2395,26.7,33005,Cheshire,{'33005': 100},Cheshire,33005,False,0,America/New_York
3448,43.03964000000001,-72.27194,Gilsum,NH,New Hampshire,1,,738,16.1,33005,Cheshire,{'33005': 100},Cheshire,33005,False,0,America/New_York
3449,42.97573,-71.9958,Hancock,NH,New Hampshire,1,,1785,21.3,33011,Hillsborough,{'33011': 100},Hillsborough,33011,False,0,America/New_York
3450,42.94158,-72.09127,Harrisville,NH,New Hampshire,1,,921,19.9,33005,Cheshire,{'33005': 100},Cheshire,33005,False,0,America/New_York
3451,42.8075,-72.49861,Hinsdale,NH,New Hampshire,1,,3966,73.6,33005,Cheshire,{'33005': 100},Cheshire,33005,False,0,America/New_York
3452,42.82928,-72.05963,Jaffrey,NH,New Hampshire,1,,5307,54.9,33005,Cheshire,{'33005': 100},Cheshire,33005,False,0,America/New_York
3455,42.89841,-72.18349,Marlborough,NH,New Hampshire,1,,2295,34.3,33005,Cheshire,{'33005': 100},Cheshire,33005,False,0,America/New_York
3456,43.130959999999995,-72.21499,Marlow,NH,New Hampshire,1,,813,11.0,33005,Cheshire,{'33005': 100},Cheshire,33005,False,0,America/New_York
